OBJECTID_1,OBJECTID,BasinID,AREA,PERCENTAGE,Unnamed: 0,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080
59,1221275,1046173,71.11084611504265,10537.906315703116,1046051,268328136374.82162,267447943083.79385,268049469444.0727,268358612413.37604,269512635832.76077,268163511953.77625,268320277487.73364,267151004259.24277,267987835900.90073,268210899775.82565,266999769604.76794,267319255930.16833,268486219259.48663,267267440446.98035,266974781562.59796,266746175457.0184,265657813923.92804,265697946297.75787,265103273861.4941,265086266477.5031,265589867916.59406,263323772523.05865,263414105228.06396,262179551856.87415,262104296615.4993,260050179660.09766,261156246612.68796,260731525537.389,260355417416.227,260047649592.32953,259664814041.86658,260576737198.0591,259889806826.1464,258469029312.46375,258619645936.80447,256572121125.62598,257333075712.29272,257777369053.10587,256755417777.81287,256239654814.07434,256310925056.71817,256431097824.37903,257207871218.02313,256579673145.62848,256555237877.45563,256438234591.04288,257222846495.05002,256147284997.0689,255868166458.6689,257200850372.04913,257559776521.8884,257213038715.0424,256670741502.66534,256162408536.32632,256010995987.9312,255010331659.17862,254632194953.30875,254391979707.24185,253174599728.08453,252507627542.03912,252811712159.9979,252391134865.86447,252510551667.61652,252392592660.52213,252850236671.62115,251872741304.21454,249899683061.9243,246638091619.71796,246571458865.11536,245324082525.76105,243157509674.4379,241463417645.0371,240821708380.9615,239045335573.76868,239690495630.99847,238615225621.69537,237820366487.69656,238366597338.06946,237884703114.24414,238232747583.52792,237168303793.46063,236559698216.45776,234921528064.62366,234252446772.55237,234914271716.60342,232456044409.7433,233111265128.58896,233848558178.64795,234247770617.54425,232325445803.15268,437929525577.6719
61,52905,43947,21.068640909169908,2859.729000042801,43908,238028090096.20038,237976558839.0942,236809960396.40112,235728125812.9763,236563937689.66992,235209594076.8627,236017140436.10052,238576911553.8124,238514095796.0605,238634126971.03278,238510813386.73978,238222681982.91745,238207768373.7851,238450054194.012,237892785475.61954,237409947105.2712,237328614411.82172,236840565881.7328,236836246735.57446,237875894208.63464,239085041941.0249,240816912857.6203,240671294794.89557,242168120534.00018,244119422511.66684,244756998942.5453,248371280216.63336,249592310711.97488,247703908881.72592,248559173561.07388,247708447892.80988,246498849793.69678,247670671642.99265,248750948849.03156,249469065243.77167,250647397399.1284,250569795744.87057,251031820916.76917,252242587972.35275,254368296585.03925,253649050859.7553,254447795792.1571,254585505229.55478,255409173871.09433,254576712151.392,254669671254.8929,254089833139.17554,252526389807.93744,254895089254.16904,255940668830.89764,254935092076.5348,254086680318.71063,253359299991.19745,252270606062.81274,250492523437.36966,249972677094.91183,250574159985.47678,253990428064.6432,253662625696.47885,251509080548.6123,250811103261.22525,249992048768.82718,247743155914.80194,246550238220.47797,245874878901.0467,245861932010.68372,246373546619.4555,247283934999.19827,246554721519.01154,243011992076.96652,241883250971.27545,242658043347.3698,243799865302.1808,246147787650.35596,246071223964.1888,249201489602.97528,251180480288.4772,250547252401.9866,246754637534.98734,246934951028.8722,247711041179.21628,247393786276.63947,249007685807.27853,250262188692.91586,250147011082.98175,249299683765.02747,248963423746.8145,246992894172.08386,245976034254.59814,247566477523.60864,479423063290.96716
62,888991,756598,32.976729562259116,9675.499737335867,756494,144243603549.03726,144726709250.60593,146060696905.47266,146985288348.28592,147136556986.6927,147468780746.69327,147161424768.52786,147379695810.90692,147922169224.1479,146773862766.12662,146793511400.09488,146444979401.5297,147318607472.16385,147716267741.73218,149363353376.36765,148545231376.07074,149092111994.1693,149140337393.59668,148663329535.4211,149233664718.31125,149561877976.48773,149460468275.43036,149524158552.15353,148814028710.07675,148077025742.95547,148284824284.91864,148435787145.3288,148387851507.57242,148059962260.46582,148012079354.14807,148832566073.37097,148201505129.00348,148744591960.42993,148728045105.09863,148452401492.78757,147293537051.345,147661224054.34244,146998010433.64948,147142251234.69485,148241694019.9572,149280936257.77133,149311423091.95792,149422751219.45752,148910758627.62076,149250723072.32492,150074854041.74283,150663931460.76038,150597548426.08057,150844959983.2245,150917763019.59613,151050360377.64404,151553236690.58112,152794530855.72327,152850570700.93124,152960520380.39172,153369722945.24982,153421634080.74078,153544763555.71115,153162148941.14252,153310457760.17734,152885693248.76627,152031646010.0616,151473359461.8416,151665217184.75235,152109171325.3962,152453246314.30252,151829036427.46155,151614545268.07352,152264216021.07986,152476985453.92752,152594048285.0838,152366081882.29486,151725152230.6875,151283494339.1569,151590891021.66177,150826247873.15195,151127384105.46103,151471491132.97476,152022254271.25076,152495031656.9271,151950400162.97025,151325494255.84143,151287682866.6585,151574940289.5153,151924856603.00174,151809276863.95328,152204078464.1411,152931732002.96295,152731626173.1968,152597764981.0366,169296086807.252
63,197896,168655,7.562684042671415,1248.2945447994816,168635,25226014887.689693,25370300646.625813,25621931619.591835,25715614762.478764,25583585984.47684,25528954090.67193,25383648818.02285,25450894893.65603,25212659437.235043,25109347160.433094,25084973417.96777,24990658688.391323,25043145611.11914,25076789584.93392,24957152762.040302,24985062393.133125,24824920325.537624,24733848884.01376,24699389175.73605,24699418133.588463,24745259333.516968,24746371485.655506,24685176352.19868,24612545714.08577,24411714250.98917,24669394704.826504,24815879701.17204,24934865992.239117,24894283339.223606,25065724944.597546,24884611206.344017,24851508710.807568,24801231243.957996,24746578296.185898,24502202155.138554,24336428403.711346,24260616709.5378,24105170085.82924,23882455068.47444,23943603041.22859,23712385306.36592,23650167886.587425,23625300681.965427,23485561933.965977,23423660847.436184,23389395436.096077,23072002370.82909,22944743301.34759,22783670273.244194,22791792495.261566,22742676602.274475,22737399169.571655,22568659526.153362,22546246217.344856,22442358337.06928,22629224714.86951,22902853882.440083,22707545315.95829,22697766172.311115,22830957069.195698,22532978570.682,22605520365.79321,22535115251.080353,22549541139.271404,22585562665.595673,22486297689.055748,22375113607.04352,22259306505.587772,21978552584.124516,21948061950.297447,21748979329.421112,21484511222.17267,21376575634.752518,21400003052.078762,21213185984.890553,21139613977.95067,20931052028.40456,20855786224.05809,20846152003.601177,20691312066.508297,20558212379.483826,20580274589.4872,20653117863.05622,20712816391.287403,20751911242.3935,20840227910.686554,20811829350.24222,20864547363.283695,20948966132.226006,21064573879.680214,53910097563.19979
64,42983,35446,19.540216792181813,2760.935599565159,35411,88730955185.71092,88887584745.91089,88932024532.92155,89884555512.4536,90182428258.898,91585088477.97632,92098988042.68504,92472458863.06482,92067912227.89258,91866807380.64778,91350543854.41159,91289632178.41647,91930122265.88857,93398287290.10704,93992826627.79634,93201290059.88365,94764943122.79639,94924692679.20847,95282560591.07397,95287011260.42372,95036225379.74637,94584310925.22784,94815564325.38293,95057006495.42789,94894713901.8596,95158082557.62146,94435159129.22711,94106754758.12515,94322593302.9762,94084351539.1502,94110692608.25494,94827217956.61661,94916751482.77739,95108465400.09021,94427254878.7675,94195801937.69656,93967506444.13458,93053451466.76447,93907455825.62692,94240694910.54756,93977666934.8911,94613663413.33282,96175957726.83044,96755937185.31757,97058394895.53322,98368252501.4638,98765192644.88211,99188197694.01712,99828618206.73053,99748713437.0122,99751863258.94022,99352028599.02571,99093014957.42657,98977298445.2544,98837946388.42874,98221437705.67915,98730858985.95306,99669823450.83987,99185668014.40254,98420424133.0554,98773791084.25154,99290056730.83836,98952082306.648,97956574523.88065,97187157223.85704,97162880735.38246,95948442257.24353,96011990327.72902,96125973155.80812,95582022630.4923,95268332578.61569,95745085954.41336,96436910493.5988,96669355649.3477,97095584744.27957,97850352929.1885,99304642312.97997,99289245068.8225,98463118458.84558,99126776458.74161,99817164978.15141,99462405708.1157,99035402625.69485,99179449837.15843,99715947739.49194,99454054143.48552,99567235449.13033,99657618552.97427,99344650756.29378,98848153716.50218,198860750814.7247
65,53111,42575,20.162248839719652,2312.9431196628248,42534,239047937070.18893,239045373439.29486,239571118558.26688,241524887887.81573,243639264059.1168,243610840414.52518,243911095786.45578,245090166846.05554,244526524865.2388,242318508028.68927,242364863999.85248,242659471220.2635,243612440644.25592,245188902469.9406,245395536716.6168,243218704373.79086,243636955627.87708,243764024111.65237,244570692645.68762,245588532669.24582,245932591673.22668,244114324470.77637,244409098919.97598,242793405157.67105,240436751081.3204,239158475927.24466,238250846665.51028,238105767815.39508,238054836785.1001,236827134610.59485,236476760459.98203,236115016536.92184,236691835886.3222,236790592933.67993,236071853917.5816,235813049083.55588,236229052474.11624,235817716872.4633,235989910171.20404,235939984259.59503,235292471384.9812,234717993529.6059,236812066116.88293,237970346650.42813,238261858211.24246,240566795233.926,241840360756.80865,242113404696.62573,243410796826.3407,243643991779.5144,244509836109.7928,244126431146.09268,244635820817.73605,245515916041.63937,247832679522.33228,248035518628.6544,248195666330.7219,247256936487.2304,247629123134.52222,246676085752.148,246575598795.2507,247083263664.19662,247635334274.89368,246901331472.83066,245723529596.96497,246846048724.90945,245884540720.10715,245286031101.46732,246865454290.24106,245003981786.8355,245172233089.209,245303500536.46075,246384785722.93137,247137996811.80197,246163834524.48813,244460050587.9342,243347145541.04785,243624880068.6536,244659812210.9995,244578428883.3835,245908956852.56677,247016931559.06058,246060515077.40768,245723301432.9925,244148829547.19208,243519817764.71985,242799957533.5301,243469838600.34476,243174827881.43765,242006501807.6233,584917697179.2971
66,7658,6484,0.866111553000074,471.1967767197613,6473,4209718410.501995,4170656446.07767,4144224986.2243433,4222000205.636055,4300844645.607315,4330624790.337074,4264017175.722596,4249423364.463032,4243426483.5839233,4202727929.494851,4210592634.4686756,4202169931.8482356,4198654040.93849,4208233009.5734243,4224973976.723959,4141361960.432047,4142492514.7314725,4186315863.7299857,4207699115.7545295,4230918385.7837477,4231380156.2370505,4122919090.259888,4129439766.495247,4080557271.9794745,3998306802.698164,3920949968.892557,3896739170.889385,3905022689.433893,3917156429.735797,3836334900.6218357,3801384379.798949,3766424155.640458,3778405804.791047,3762364834.296777,3764627395.788825,3721161031.5782332,3697249530.340076,3696907460.686138,3607979117.675626,3599096973.9332123,3575834400.6876836,3533390036.578027,3618124005.1889467,3619727324.6756115,3598502553.585479,3611349760.27747,3652023079.226264,3655886035.607892,3689831556.7587748,3761053955.9169464,3790441332.7647514,3770037933.082668,3809579927.3767967,3788564141.845039,3820241778.944689,3806532795.048484,3845730391.5289545,3846342568.441905,3816015564.9123254,3838955140.5485973,3865581635.0738087,3889829469.932404,3906333427.527334,3875880572.74865,3875479155.018172,3952919068.349659,3998442766.6482325,4017371403.875603,4046740807.298185,4024717438.9933863,3982028770.0616455,4056846263.3799706,4134150502.5974984,4148029216.862963,4163788232.4183264,4175714434.5261674,4147606132.7825212,4135832184.8198605,4133925497.899338,4185424526.29667,4276753460.637161,4251584655.130977,4211519052.6038923,4264540193.63579,4245799793.8588567,4228341574.7068653,4219475796.4602785,4187667768.5822244,4167999225.80116,4136258819.8888016,42764710597.55284
67,7919,6638,2.6779531156586973,846.735881233468,6625,29226548939.69654,29082892852.91749,29051049026.988007,29228777582.700912,29699444182.017357,29800938044.89055,29704844388.37048,29794827362.71095,29686820043.96608,29469657194.21023,29476002391.615852,29480766260.67031,29484565952.08864,29499370163.338223,29548385988.059452,29253422233.89106,29263623473.917503,29435381595.75356,29576433187.18175,29796567316.602352,29812920559.01106,29342789324.115746,29370202232.960243,29067701584.002983,28757210432.863846,28332558778.918724,28237816192.92101,28258855558.210953,28177000302.139164,27912040525.011826,27700865275.154774,27666330750.449074,27679912368.282547,27651663873.905266,27600636368.084778,27402217549.78963,27294933019.309593,27324006699.17115,27077314804.06462,27073920521.646942,26812571349.506336,26629752011.618523,26886459274.245064,26988098829.118145,26893889322.779633,27165648926.978878,27379480452.683765,27350472748.753204,27561130029.86902,27733031572.23376,27867508763.88703,27773786142.77125,27941082938.529007,27887373090.895187,28062101237.685154,28079165102.529194,28150692837.718735,27978444535.13318,27864469057.120625,27845569103.95128,27741030221.70343,27902975069.00316,27940879746.352654,27791157818.623737,27685433774.34795,27964679499.15657,27881005418.863632,27897379941.208706,28031198734.13385,27797557391.260464,27715802127.238674,27919896353.142742,28229062111.625298,28208523710.46838,28202782663.06767,28103814389.687904,27908514275.673973,28123851301.739594,28298168755.067463,28426698579.77905,28682187709.677,28683792989.025772,28451365138.543087,28503807337.92332,28360273632.425217,28252715746.351776,28186580874.14229,28167868227.553307,28041541318.78489,28055786928.71196,68171775151.99
68,12257,10301,2.1464996739015767,530.6241872594801,10291,30907462743.628426,30988234197.693363,30990146348.592995,30755784379.851765,30810468061.488914,30686028655.133224,30814799911.414207,31032750801.579056,31108807223.58189,31072064757.821346,30946716403.420776,30998077602.436398,30999517723.10018,31042861136.16375,31097198585.070213,31146919719.83972,31260777949.513912,31233327843.466595,31086523184.831657,31121352740.090237,31320166234.128212,31438809422.14052,31446335619.77623,31511450990.96228,31751620631.503075,31959471676.534286,32319402388.09523,32420648261.826252,32291362749.99848,32231755044.131054,32236907381.522106,32264757890.190903,32141994491.261936,32270239403.388477,32245487683.731297,32271990926.465717,32314591467.703823,32238845808.548523,32251137070.743855,32446138370.879635,32483549123.54819,32575309375.76589,32637102619.14205,32756873647.758415,32714062346.055202,32807595274.540974,32719612014.7041,32541474402.76847,32674379095.361755,32829646255.862343,32856878686.287003,32639679054.621704,32529521725.902058,32543843384.46645,32410454320.80281,32356937446.281357,32449547246.88504,32670458950.867264,32655423027.536697,32626836906.389587,32735119843.418343,32713101172.676483,32501987393.88452,32489592386.019993,32460138896.12966,32531416668.10778,32509234080.663303,32565221460.434074,32489450667.009968,32273708248.705498,32171803730.52309,32107754876.84553,32370835045.099873,32589068575.52542,32695032434.269123,32938943122.434532,33226118547.902203,33145405314.84199,32888686457.88816,32847566943.75821,32950963502.18869,32965869988.568516,33102091164.12039,33267711400.067936,33199821253.792114,33097507862.07706,33073075650.61129,32923756973.07481,32861444353.74485,32968978313.97544,101254471802.11319
69,422870,359952,13.209691239493322,4141.910906252535,359904,18756881465.88254,18806728983.974712,18806200132.89606,18817642150.85586,18547857791.50445,18589573140.015507,18671570027.22259,18657666226.89633,18614511075.10753,18539563648.293262,18839626806.757267,19089005679.82853,19016627005.52142,18839336227.555176,18846700179.514217,18809844389.54275,18896465695.459362,18968944708.52718,19039859295.979202,19059139655.355022,19087890121.466084,19119176705.754566,18867169924.795467,18584781322.657066,18486594002.547924,18549969166.49378,18379210226.536705,18201966766.081684,18119023998.756836,17817051627.520462,17544670319.447887,17361030443.520855,17144086190.635931,16838067739.436644,16658163390.894674,16270393166.017448,16082456070.161293,15987515644.513887,15612956800.551952,15353186096.174028,15206417092.837566,15077972406.133137,15074960131.655096,14875222601.665709,14899421634.043074,14684053052.036495,14412282295.339277,14155780573.954731,13987418125.573393,13870665220.352884,14069950602.205956,14311357908.9609,14188917782.823334,14103548666.258041,13992689076.041302,14062252879.098774,14147817511.428122,14064419524.228212,14137731544.991,14449851450.830975,14360835406.23964,14284854046.086681,14131121619.00418,13796136964.787184,13867798933.846863,13648660018.320007,13489686435.682196,13411146692.821665,13460154117.09924,13355226955.200285,13221521019.860863,12944542504.791054,12531297890.708435,12304828290.101347,12125248050.594473,12103684950.726824,11840021283.884493,11552574088.945406,11425231340.848112,11275841152.336454,10858566583.730642,10894882347.396324,10916665573.924555,11003119531.370104,10759553096.458086,10438678439.66468,10349646061.210426,10205303476.396854,10190338599.499468,10201884481.4254,16350889695.315178
